sna,tot,lat,lng,流量,路徑
東湖一號公園,10,25.07567,121.6118,15,05-28表格/東湖一號公園.jpg
東湖二號公園,15,25.07415,121.61075,45,05-28表格/東湖二號公園.jpg
康湖二號公園(康寧醫院),16,25.07514,121.60857,25,05-28表格/康湖二號公園(康寧醫院).jpg
堤頂大道新湖一路口,13,25.05892,121.57354,11,05-28表格/堤頂大道新湖一路口.jpg
下灣公園(成功路),16,25.06682,121.5907,27,05-28表格/下灣公園(成功路).jpg
舊宗行善路口,9,25.05876,121.58062,25,05-28表格/舊宗行善路口.jpg
新湖二路250巷口,20,25.06455,121.58262,16,05-28表格/新湖二路250巷口.jpg
成功路四段41巷口,12,25.08105,121.59205,28,05-28表格/成功路四段41巷口.jpg
金湖星雲街口,30,25.08151,121.59764,17,05-28表格/金湖星雲街口.jpg
國防醫學院,15,25.06851,121.59559,31,05-28表格/國防醫學院.jpg
民權東路六段190巷117弄口,15,25.06434,121.59399,5,05-28表格/民權東路六段190巷117弄口.jpg
內湖運動中心,21,25.07848,121.57493,60,05-28表格/內湖運動中心.jpg
九華公園,16,25.08844,121.56122,89,05-28表格/九華公園.jpg
內湖路二段179巷口,16,25.08454,121.584,13,05-28表格/內湖路二段179巷口.jpg
行善行愛路口,12,25.0606,121.58286,17,05-28表格/行善行愛路口.jpg
民善新湖二路口(家樂福內湖店),23,25.06017,121.57552,68,05-28表格/民善新湖二路口(家樂福內湖店).jpg
統振大樓,25,25.06007,121.60138,15,05-28表格/統振大樓.jpg
陽光街161巷口,16,25.07433,121.58584,44,05-28表格/陽光街161巷口.jpg
潭美公園(南京東路六段368巷),12,25.05928,121.58617,25,05-28表格/潭美公園(南京東路六段368巷).jpg
西康二號公園,21,25.08503,121.5637,44,05-28表格/西康二號公園.jpg
三民國中(民權東路六段47巷),13,25.06935,121.58692,21,05-28表格/三民國中(民權東路六段47巷).jpg
瑞光路76巷口,12,25.07168,121.58125,24,05-28表格/瑞光路76巷口.jpg
捷運東湖站,18,25.06664,121.61351,189,05-28表格/捷運東湖站.jpg
新湖國小,12,25.06874,121.58923,24,05-28表格/新湖國小.jpg
碧山內湖路口,16,25.08627,121.5914,38,05-28表格/碧山內湖路口.jpg
民權東路六段413巷,16,25.07038,121.60352,25,05-28表格/民權東路六段413巷.jpg
宏匯瑞光廣場(瑞光路),16,25.07676,121.57433,22,05-28表格/宏匯瑞光廣場(瑞光路).jpg
宏匯瑞光廣場(港墘路),20,25.07777,121.57562,42,05-28表格/宏匯瑞光廣場(港墘路).jpg
承德路七段304巷口,20,25.1168,121.5048,59,05-28表格/承德路七段304巷口.jpg
洲美運動公園,20,25.10981,121.49886,53,05-28表格/洲美運動公園.jpg
榮華二明德路口,30,25.11357,121.52255,78,05-28表格/榮華二明德路口.jpg
捷運明德站(1號出口),23,25.10896,121.51936,81,05-28表格/捷運明德站(1號出口).jpg
文林建民路口,12,25.10788,121.51457,65,05-28表格/文林建民路口.jpg
永欣綠地,10,25.12416,121.52607,51,05-28表格/永欣綠地.jpg
關渡宮,20,25.11739,121.46288,266,05-28表格/關渡宮.jpg
關渡自然公園,22,25.11884,121.46912,37,05-28表格/關渡自然公園.jpg
關渡醫院,14,25.1203,121.4665,68,05-28表格/關渡醫院.jpg
捷運忠義站(1號出口),17,25.13149,121.47365,30,05-28表格/捷運忠義站(1號出口).jpg
捷運關渡站(1號出口),24,25.12397,121.46712,188,05-28表格/捷運關渡站(1號出口).jpg
捷運關渡站(2號出口),14,25.12618,121.46737,19,05-28表格/捷運關渡站(2號出口).jpg
中央北路四段540巷口,11,25.12796,121.46782,20,05-28表格/中央北路四段540巷口.jpg
大度立德路口,18,25.1231,121.47092,27,05-28表格/大度立德路口.jpg
捷運復興崗站(1號出口),13,25.1378,121.4863,43,05-28表格/捷運復興崗站(1號出口).jpg
捷運復興崗站旅客服務中心,15,25.13666,121.48159,17,05-28表格/捷運復興崗站旅客服務中心.jpg
豐年公園,20,25.13475,121.49613,24,05-28表格/豐年公園.jpg
稻香重三路口,15,25.13997,121.48967,15,05-28表格/稻香重三路口.jpg
國防大學政治作戰學院,14,25.13776,121.49345,21,05-28表格/國防大學政治作戰學院.jpg
秀山區民活動中心,10,25.14582,121.49303,33,05-28表格/秀山區民活動中心.jpg
大業大同街口,42,25.13691,121.49987,67,05-28表格/大業大同街口.jpg
捷運新北投站,22,25.13733,121.50339,119,05-28表格/捷運新北投站.jpg
捷運北投站,30,25.13187,121.499,317,05-28表格/捷運北投站.jpg
捷運奇岩站(三合街),30,25.12634,121.50099,203,05-28表格/捷運奇岩站(三合街).jpg
八仙里辦公處,16,25.12297,121.50158,34,05-28表格/八仙里辦公處.jpg
清江國小,48,25.12725,121.50676,136,05-28表格/清江國小.jpg
大業路300巷口,20,25.12814,121.49782,58,05-28表格/大業路300巷口.jpg
立農公園,21,25.11798,121.50342,39,05-28表格/立農公園.jpg
北投奇岩長青樂活大樓,15,25.12666,121.50373,30,05-28表格/北投奇岩長青樂活大樓.jpg
捷運唭哩岸站(2號出口),30,25.12087,121.50523,138,05-28表格/捷運唭哩岸站(2號出口).jpg
北投運動中心,17,25.11666,121.50962,182,05-28表格/北投運動中心.jpg
陽明大學,15,25.11912,121.51223,67,05-28表格/陽明大學.jpg
捷運石牌站(2號出口),19,25.11451,121.51567,223,05-28表格/捷運石牌站(2號出口).jpg
台北護理大學,25,25.11752,121.51662,62,05-28表格/台北護理大學.jpg
捷運石牌站(1號出口),20,25.11593,121.51435,71,05-28表格/捷運石牌站(1號出口).jpg
振興醫院,36,25.11753,121.52186,63,05-28表格/振興醫院.jpg
石牌國小,26,25.1144,121.51307,67,05-28表格/石牌國小.jpg
振興公園,13,25.11865,121.5235,82,05-28表格/振興公園.jpg
立農國小,19,25.11978,121.50422,68,05-28表格/立農國小.jpg
承德路七段280巷口,17,25.11587,121.50576,56,05-28表格/承德路七段280巷口.jpg
石牌區民活動中心,15,25.11093,121.51382,55,05-28表格/石牌區民活動中心.jpg
榮富公園,13,25.1137,121.52437,80,05-28表格/榮富公園.jpg
中正高中,31,25.10467,121.51654,42,05-28表格/中正高中.jpg
立功立德路口,32,25.12501,121.47158,38,05-28表格/立功立德路口.jpg
中央北路四段30巷口,10,25.13539,121.478,23,05-28表格/中央北路四段30巷口.jpg
陽明交大圖書館,37,25.12081,121.51352,88,05-28表格/陽明交大圖書館.jpg
捷運新北投站(2號出口),11,25.13675,121.50224,34,05-28表格/捷運新北投站(2號出口).jpg
復興公園,14,25.13872,121.5021,47,05-28表格/復興公園.jpg
承德石牌路口,17,25.11272,121.50922,30,05-28表格/承德石牌路口.jpg
承德路七段188巷口,16,25.11416,121.50771,34,05-28表格/承德路七段188巷口.jpg
捷運明德站(3號出口),20,25.11,121.51841,173,05-28表格/捷運明德站(3號出口).jpg
大豐公園,24,25.13102,121.50408,73,05-28表格/大豐公園.jpg
洲美公園,30,25.10032,121.50599,33,05-28表格/洲美公園.jpg
中和街455巷11弄,13,25.14319,121.49621,17,05-28表格/中和街455巷11弄.jpg
洲美蜆仔港公園,20,25.10065,121.51107,11,05-28表格/洲美蜆仔港公園.jpg
文化三杏林一路口,17,25.14058,121.49915,73,05-28表格/文化三杏林一路口.jpg
珠海復興一路口,15,25.14045,121.50446,17,05-28表格/珠海復興一路口.jpg
裕民二路33巷,15,25.11535,121.51736,86,05-28表格/裕民二路33巷.jpg
新奇岩社會住宅,12,25.12287,121.5037,67,05-28表格/新奇岩社會住宅.jpg
泉源公園,15,25.14193,121.50835,17,05-28表格/泉源公園.jpg
奇岩4號綠地,12,25.12533,121.50573,48,05-28表格/奇岩4號綠地.jpg
臺北健康護理大學(教研大樓),15,25.11857,121.51846,54,05-28表格/臺北健康護理大學(教研大樓).jpg
奇岩一號公園,24,25.12862,121.5033,47,05-28表格/奇岩一號公園.jpg
福星公園,18,25.1094,121.51248,27,05-28表格/福星公園.jpg
中庸公園,12,25.13774,121.50142,21,05-28表格/中庸公園.jpg
豐年公園_1,18,25.13597,121.49702,55,05-28表格/豐年公園_1.jpg
光明溫泉路口,12,25.13431,121.50226,66,05-28表格/光明溫泉路口.jpg
和信治癌中心醫院,18,25.12757,121.47207,7,05-28表格/和信治癌中心醫院.jpg
致遠新村,15,25.14319,121.49093,10,05-28表格/致遠新村.jpg
北投公園露天溫泉,15,25.13684,121.50792,37,05-28表格/北投公園露天溫泉.jpg
捷運松山站(4號出口),19,25.04987,121.57785,333,05-28表格/捷運松山站(4號出口).jpg
塔悠八德路口,34,25.05009,121.57202,199,05-28表格/塔悠八德路口.jpg
鵬程公園,24,25.05503,121.56876,76,05-28表格/鵬程公園.jpg
中崙高中,23,25.04878,121.56087,151,05-28表格/中崙高中.jpg
捷運南京三民站(2號出口),19,25.05136,121.56283,220,05-28表格/捷運南京三民站(2號出口).jpg
捷運南京三民站(1號出口),13,25.05155,121.5636,232,05-28表格/捷運南京三民站(1號出口).jpg
光復北路11巷口,23,25.04937,121.558,128,05-28表格/光復北路11巷口.jpg
捷運南京三民站(4號出口),13,25.05152,121.5646,91,05-28表格/捷運南京三民站(4號出口).jpg
西松高中,14,25.05492,121.56701,53,05-28表格/西松高中.jpg
民權復興路口,27,25.0622,121.54565,141,05-28表格/民權復興路口.jpg
民福三號綠地,15,25.06374,121.54767,49,05-28表格/民福三號綠地.jpg
民有一號公園,10,25.06095,121.54731,203,05-28表格/民有一號公園.jpg
民生敦化路口,21,25.05804,121.54897,153,05-28表格/民生敦化路口.jpg
松基公園,20,25.0546,121.54486,117,05-28表格/松基公園.jpg
三民路166巷口,17,25.0619,121.56328,161,05-28表格/三民路166巷口.jpg
民生活動中心,12,25.05907,121.56305,197,05-28表格/民生活動中心.jpg
捷運小巨蛋站(2號出口),26,25.05157,121.55118,214,05-28表格/捷運小巨蛋站(2號出口).jpg
臺北市藝文推廣處,45,25.04826,121.55235,234,05-28表格/臺北市藝文推廣處.jpg
民生國小(敦化北路199巷),20,25.05633,121.55286,142,05-28表格/民生國小(敦化北路199巷).jpg
敦北公園,34,25.06118,121.55098,126,05-28表格/敦北公園.jpg
民權運動公園,15,25.062,121.56019,102,05-28表格/民權運動公園.jpg
新東公園,17,25.05925,121.56888,196,05-28表格/新東公園.jpg
民生光復路口,23,25.05834,121.55496,140,05-28表格/民生光復路口.jpg
三民公園,12,25.06214,121.56636,115,05-28表格/三民公園.jpg
八德路三段74巷口,11,25.04459,121.55252,105,05-28表格/八德路三段74巷口.jpg
八德路三段8巷口,15,25.04488,121.54992,94,05-28表格/八德路三段8巷口.jpg
三軍總醫院(松山分院),20,25.05419,121.55631,135,05-28表格/三軍總醫院(松山分院).jpg
平安新城,16,25.05528,121.559,77,05-28表格/平安新城.jpg
健康社會住宅,20,25.05433,121.56545,96,05-28表格/健康社會住宅.jpg
民權光復路口(東北側),24,25.06206,121.55475,36,05-28表格/民權光復路口(東北側).jpg
市民東興路口,16,25.0484,121.56586,101,05-28表格/市民東興路口.jpg
光復南路22巷口,29,25.04711,121.55779,239,05-28表格/光復南路22巷口.jpg
光復南路58巷,12,25.04566,121.55656,85,05-28表格/光復南路58巷.jpg
松山新城,14,25.05347,121.55436,111,05-28表格/松山新城.jpg
內政部營建署,30,25.04769,121.5448,207,05-28表格/內政部營建署.jpg
南京光復路口,21,25.05143,121.55716,152,05-28表格/南京光復路口.jpg
民生立體停車場,10,25.05846,121.55947,135,05-28表格/民生立體停車場.jpg
健康新城,14,25.05408,121.56095,182,05-28表格/健康新城.jpg
健安新城,30,25.05606,121.56345,237,05-28表格/健安新城.jpg
復盛公園,10,25.04763,121.56115,138,05-28表格/復盛公園.jpg
中崙福成宮,17,25.04524,121.54659,151,05-28表格/中崙福成宮.jpg
捷運南京復興站(7號出口),15,25.05278,121.54478,152,05-28表格/捷運南京復興站(7號出口).jpg
捷運南京復興站(5號出口),35,25.05168,121.54506,320,05-28表格/捷運南京復興站(5號出口).jpg
塔悠疏散門,12,25.0648,121.56788,104,05-28表格/塔悠疏散門.jpg
臺北田徑場,42,25.04951,121.54941,276,05-28表格/臺北田徑場.jpg
捷運小巨蛋站(5號出口),22,25.05176,121.55352,206,05-28表格/捷運小巨蛋站(5號出口).jpg
敦化長春路口,22,25.0536,121.54871,193,05-28表格/敦化長春路口.jpg
饒河疏散門(基四號疏散門),19,25.05147,121.57683,330,05-28表格/饒河疏散門(基四號疏散門).jpg
捷運松山站(2號出口),14,25.05013,121.57635,157,05-28表格/捷運松山站(2號出口).jpg
民權東路三段106巷口,22,25.062,121.54472,94,05-28表格/民權東路三段106巷口.jpg
南京東路五段59巷口,11,25.05163,121.55907,130,05-28表格/南京東路五段59巷口.jpg
三民公園(塔悠路),20,25.06241,121.56831,33,05-28表格/三民公園(塔悠路).jpg
寶清公園,13,25.05198,121.5681,148,05-28表格/寶清公園.jpg
西松公園,11,25.05406,121.56407,57,05-28表格/西松公園.jpg
長壽公園,15,25.05378,121.55893,68,05-28表格/長壽公園.jpg
復源公園,14,25.04634,121.5542,99,05-28表格/復源公園.jpg
南京東路四段179巷口,13,25.05173,121.55609,78,05-28表格/南京東路四段179巷口.jpg
臺北田徑場(北寧路側),24,25.04954,121.55261,115,05-28表格/臺北田徑場(北寧路側).jpg
西松高中(健康路325巷),13,25.05567,121.56713,118,05-28表格/西松高中(健康路325巷).jpg
南京東興路口,18,25.05149,121.56535,191,05-28表格/南京東興路口.jpg
捷運松山站(3號出口),30,25.04962,121.57746,230,05-28表格/捷運松山站(3號出口).jpg
介壽國中,12,25.05722,121.55706,23,05-28表格/介壽國中.jpg
南港公園(東新街),20,25.04591,121.59226,80,05-28表格/南港公園(東新街).jpg
南港公園(福德街),24,25.04128,121.59089,93,05-28表格/南港公園(福德街).jpg
捷運昆陽站(1號出口),30,25.05014,121.59238,239,05-28表格/捷運昆陽站(1號出口).jpg
忠孝東路六段225巷口,35,25.04919,121.58832,176,05-28表格/忠孝東路六段225巷口.jpg
捷運後山埤站(1號出口),45,25.04437,121.58133,154,05-28表格/捷運後山埤站(1號出口).jpg
合樂公園,15,25.04843,121.58154,135,05-28表格/合樂公園.jpg
合心廣場,20,25.04608,121.58315,147,05-28表格/合心廣場.jpg
成德國中,16,25.04592,121.5882,113,05-28表格/成德國中.jpg
玉成公園,20,25.04281,121.58613,66,05-28表格/玉成公園.jpg
研究院舊莊街口,30,25.04239,121.61683,79,05-28表格/研究院舊莊街口.jpg
中研院綜合體育館東側,30,25.04054,121.61374,57,05-28表格/中研院綜合體育館東側.jpg
國家生技園區,20,25.04763,121.61145,25,05-28表格/國家生技園區.jpg
捷運南港展覽館站(5號出口),56,25.05469,121.61669,233,05-28表格/捷運南港展覽館站(5號出口).jpg
中研公園,40,25.04697,121.61375,93,05-28表格/中研公園.jpg
福山公園,20,25.04499,121.61775,96,05-28表格/福山公園.jpg
舊莊區民活動中心,12,25.04139,121.6191,84,05-28表格/舊莊區民活動中心.jpg
凌雲市場,20,25.03564,121.61415,58,05-28表格/凌雲市場.jpg
市民大道八段532號,15,25.054,121.61334,58,05-28表格/市民大道八段532號.jpg
捷運南港軟體園區(2號出口),27,25.05933,121.61677,61,05-28表格/捷運南港軟體園區(2號出口).jpg
南港國小,20,25.05668,121.61137,52,05-28表格/南港國小.jpg
興中立體停車場(興中路),26,25.05629,121.607,76,05-28表格/興中立體停車場(興中路).jpg
臺北市立圖書館南港分館,40,25.05485,121.60866,52,05-28表格/臺北市立圖書館南港分館.jpg
東陽公園,18,25.05716,121.59792,97,05-28表格/東陽公園.jpg
向陽南港路口,17,25.05437,121.59423,36,05-28表格/向陽南港路口.jpg
南港車站(忠孝東路七段415巷),11,25.05252,121.60922,20,05-28表格/南港車站(忠孝東路七段415巷).jpg
捷運南港站(2號出口),17,25.05201,121.60741,60,05-28表格/捷運南港站(2號出口).jpg
捷運南港站(1號出口),20,25.05192,121.60642,23,05-28表格/捷運南港站(1號出口).jpg
東新國小,22,25.05507,121.6028,130,05-28表格/東新國小.jpg
中華科技大學,20,25.03392,121.60985,43,05-28表格/中華科技大學.jpg
六福公園,19,25.04681,121.61703,16,05-28表格/六福公園.jpg
南港加壓站,24,25.04805,121.61594,62,05-28表格/南港加壓站.jpg
台北流行音樂中心(南港路),21,25.05343,121.59945,61,05-28表格/台北流行音樂中心(南港路).jpg
興南公園,26,25.05766,121.60396,38,05-28表格/興南公園.jpg
台北流行音樂中心(市民大道),21,25.05211,121.59839,35,05-28表格/台北流行音樂中心(市民大道).jpg
南港車站(市民大道),30,25.05326,121.60656,158,05-28表格/南港車站(市民大道).jpg
忠孝東路七段527巷口,15,25.05266,121.61275,23,05-28表格/忠孝東路七段527巷口.jpg
南港軟體園區(新民街),19,25.05627,121.61369,34,05-28表格/南港軟體園區(新民街).jpg
世貿公園,35,25.05831,121.61422,110,05-28表格/世貿公園.jpg
凌雲五村(研究院路三段8巷),26,25.03595,121.61688,34,05-28表格/凌雲五村(研究院路三段8巷).jpg
新新公園(昆陽街60巷),20,25.0521,121.59053,45,05-28表格/新新公園(昆陽街60巷).jpg
南港高中(昆陽街),14,25.05285,121.59279,50,05-28表格/南港高中(昆陽街).jpg
南港路三段290巷口,20,25.05234,121.58152,49,05-28表格/南港路三段290巷口.jpg
南港路三段220巷口,25,25.05289,121.58599,60,05-28表格/南港路三段220巷口.jpg
南港東新街口,28,25.05168,121.58284,18,05-28表格/南港東新街口.jpg
八德中坡路口,26,25.05064,121.5803,68,05-28表格/八德中坡路口.jpg
捷運後山埤站(3號出口),12,25.04511,121.5836,164,05-28表格/捷運後山埤站(3號出口).jpg
玉成公園運動中心,15,25.04193,121.58493,73,05-28表格/玉成公園運動中心.jpg
百福公園,18,25.03884,121.58788,58,05-28表格/百福公園.jpg
南湖大橋(經貿二路255巷),20,25.06148,121.61384,53,05-28表格/南湖大橋(經貿二路255巷).jpg
園區重陽路口,13,25.05937,121.61072,42,05-28表格/園區重陽路口.jpg
南港車站B棟(市民大道),16,25.05293,121.60549,94,05-28表格/南港車站B棟(市民大道).jpg
胡適公園,20,25.04014,121.61766,22,05-28表格/胡適公園.jpg
南港抽水站,15,25.06164,121.61267,34,05-28表格/南港抽水站.jpg
經貿公園,20,25.06271,121.61597,30,05-28表格/經貿公園.jpg
育成高中,20,25.05853,121.60983,36,05-28表格/育成高中.jpg
捷運南港展覽館站(7號出口),20,25.05436,121.6181,47,05-28表格/捷運南港展覽館站(7號出口).jpg
力行橋(南港),18,25.05172,121.61686,106,05-28表格/力行橋(南港).jpg
舊莊國小(舊莊街一段),15,25.03987,121.62015,31,05-28表格/舊莊國小(舊莊街一段).jpg
向陽公園,17,25.05705,121.59265,45,05-28表格/向陽公園.jpg
小彎社會住宅,36,25.0582,121.59368,67,05-28表格/小彎社會住宅.jpg
捷運南港展覽館站(6號出口),25,25.05465,121.6185,20,05-28表格/捷運南港展覽館站(6號出口).jpg
捷運南港展覽館站(4號出口),22,25.05535,121.61838,72,05-28表格/捷運南港展覽館站(4號出口).jpg
成德綠地,17,25.04675,121.58731,90,05-28表格/成德綠地.jpg
南港公園(東新街170巷),16,25.04134,121.59323,26,05-28表格/南港公園(東新街170巷).jpg
中坡市民路口(東北側),19,25.04969,121.58028,34,05-28表格/中坡市民路口(東北側).jpg
昆陽公園,14,25.0483,121.59425,19,05-28表格/昆陽公園.jpg
南港路二段178巷口,18,25.05368,121.59969,62,05-28表格/南港路二段178巷口.jpg
南港車站(忠孝東路),20,25.05247,121.6082,48,05-28表格/南港車站(忠孝東路).jpg
南港車站(興華路),21,25.05343,121.60633,126,05-28表格/南港車站(興華路).jpg
玉成公園(成福路178巷口),18,25.04177,121.58735,95,05-28表格/玉成公園(成福路178巷口).jpg
玉東公園(東新街),14,25.04998,121.58383,44,05-28表格/玉東公園(東新街).jpg
南港出租國宅社區,25,25.03878,121.59302,44,05-28表格/南港出租國宅社區.jpg
內湖機廠(港東街),15,25.058,121.62189,18,05-28表格/內湖機廠(港東街).jpg
黎忠區民活動中心,16,25.02035,121.55769,189,05-28表格/黎忠區民活動中心.jpg
基隆路二段159巷口,15,25.02561,121.55409,0,05-28表格/基隆路二段159巷口.jpg
嘉興街175巷口,16,25.02811,121.55671,107,05-28表格/嘉興街175巷口.jpg
和平東路三段631巷口,15,25.0132,121.56335,34,05-28表格/和平東路三段631巷口.jpg
和平東路三段530巷口,15,25.01545,121.56134,14,05-28表格/和平東路三段530巷口.jpg
景勤二號公園,41,25.02698,121.55841,154,05-28表格/景勤二號公園.jpg
臺北醫學大學,47,25.02668,121.56175,355,05-28表格/臺北醫學大學.jpg
三興公園,31,25.02868,121.55932,103,05-28表格/三興公園.jpg
松德站,38,25.03162,121.57396,142,05-28表格/松德站.jpg
捷運象山站(2號出口),31,25.03222,121.56974,222,05-28表格/捷運象山站(2號出口).jpg
象山公園,25,25.02863,121.56981,264,05-28表格/象山公園.jpg
松仁路253巷3弄,19,25.02678,121.56884,217,05-28表格/松仁路253巷3弄.jpg
興雅國中,18,25.03616,121.56983,125,05-28表格/興雅國中.jpg
捷運象山站(1號出口),24,25.03295,121.56867,138,05-28表格/捷運象山站(1號出口).jpg
松德路200巷,41,25.03471,121.57301,216,05-28表格/松德路200巷.jpg
中全公園,17,25.0382,121.57495,147,05-28表格/中全公園.jpg
台北市災害應變中心,25,25.02868,121.56672,241,05-28表格/台北市災害應變中心.jpg
信義運動中心,33,25.03189,121.56678,133,05-28表格/信義運動中心.jpg
捷運台北101/世貿站(3號出口),15,25.03275,121.56337,121,05-28表格/捷運台北101/世貿站(3號出口).jpg
景新公園,17,25.03003,121.56287,141,05-28表格/景新公園.jpg
光復信義路口東南側,16,25.03281,121.55756,160,05-28表格/光復信義路口東南側.jpg
三張犁,16,25.03452,121.5576,230,05-28表格/三張犁.jpg
仁愛路四段496巷口,21,25.03745,121.5602,145,05-28表格/仁愛路四段496巷口.jpg
松山工農,34,25.03961,121.57199,130,05-28表格/松山工農.jpg
松友公園,15,25.03423,121.57636,152,05-28表格/松友公園.jpg
林口公園,41,25.03894,121.57915,306,05-28表格/林口公園.jpg
松山家商,25,25.0347,121.58018,45,05-28表格/松山家商.jpg
永春陂濕地公園,23,25.03301,121.58096,72,05-28表格/永春陂濕地公園.jpg
臺北市政府,48,25.03801,121.56541,150,05-28表格/臺北市政府.jpg
松智松壽路口,39,25.03607,121.56535,165,05-28表格/松智松壽路口.jpg
市府松壽路口,28,25.03627,121.56383,35,05-28表格/市府松壽路口.jpg
市府松高路口,24,25.03899,121.56369,126,05-28表格/市府松高路口.jpg
市民廣場,30,25.03599,121.56218,60,05-28表格/市民廣場.jpg
信義廣場(台北101),36,25.03306,121.5662,277,05-28表格/信義廣場(台北101).jpg
捷運台北101/世貿站(5號出口),15,25.03338,121.56333,102,05-28表格/捷運台北101/世貿站(5號出口).jpg
春光公園,24,25.0427,121.58112,170,05-28表格/春光公園.jpg
松仁路121巷口,31,25.03476,121.56865,174,05-28表格/松仁路121巷口.jpg
福德國小,27,25.03846,121.58618,243,05-28表格/福德國小.jpg
福德公園,22,25.03897,121.5833,0,05-28表格/福德公園.jpg
松高路(信義新天地A4館),17,25.03918,121.56654,130,05-28表格/松高路(信義新天地A4館).jpg
興雅松仁路口,65,25.0401,121.56822,307,05-28表格/興雅松仁路口.jpg
福祥公園,19,25.04626,121.57045,78,05-28表格/福祥公園.jpg
吳興公車總站,44,25.02388,121.56984,332,05-28表格/吳興公車總站.jpg
泰和公園,20,25.0193,121.57105,203,05-28表格/泰和公園.jpg
興雅國小(基隆路一段37巷),15,25.04773,121.56895,46,05-28表格/興雅國小(基隆路一段37巷).jpg
雅祥公園(松信路50巷口),12,25.04732,121.57211,150,05-28表格/雅祥公園(松信路50巷口).jpg
松山車站,53,25.0489,121.57841,444,05-28表格/松山車站.jpg
五常公園,16,25.04797,121.57432,85,05-28表格/五常公園.jpg
永吉松信路口,23,25.04548,121.57207,193,05-28表格/永吉松信路口.jpg
三興國小,22,25.02969,121.55766,184,05-28表格/三興國小.jpg
市民松信路口,20,25.04927,121.57205,101,05-28表格/市民松信路口.jpg
松山高中,34,25.0433,121.5638,253,05-28表格/松山高中.jpg
基隆光復路口,17,25.03005,121.55764,104,05-28表格/基隆光復路口.jpg
基隆忠孝路口西南側,14,25.04108,121.5629,202,05-28表格/基隆忠孝路口西南側.jpg
泰和里民活動中心,18,25.0213,121.57027,98,05-28表格/泰和里民活動中心.jpg
捷運後山埤站(2號出口),22,25.04395,121.58184,214,05-28表格/捷運後山埤站(2號出口).jpg
虎林永吉路口,15,25.04519,121.57712,137,05-28表格/虎林永吉路口.jpg
永吉公園,18,25.04345,121.57539,197,05-28表格/永吉公園.jpg
永吉路321巷口,15,25.04561,121.57549,133,05-28表格/永吉路321巷口.jpg
松山永吉路口,20,25.04623,121.57772,104,05-28表格/松山永吉路口.jpg
松山路292巷口,17,25.0432,121.57789,159,05-28表格/松山路292巷口.jpg
捷運象山站(3號出口),47,25.03295,121.5712,220,05-28表格/捷運象山站(3號出口).jpg
松德公園,25,25.03657,121.57349,135,05-28表格/松德公園.jpg
世貿三館,18,25.03511,121.56369,83,05-28表格/世貿三館.jpg
松德虎林街口,22,25.0383,121.5762,187,05-28表格/松德虎林街口.jpg
富台公園,20,25.04185,121.57204,163,05-28表格/富台公園.jpg
基隆路一段101巷口,20,25.04516,121.56702,149,05-28表格/基隆路一段101巷口.jpg
捷運永春站(2號出口),18,25.0405,121.57538,416,05-28表格/捷運永春站(2號出口).jpg
吳興街260巷,22,25.02606,121.5631,218,05-28表格/吳興街260巷.jpg
松山家商(林口街),16,25.03593,121.57906,150,05-28表格/松山家商(林口街).jpg
仁愛逸仙路口,28,25.03771,121.56124,108,05-28表格/仁愛逸仙路口.jpg
安強公園,18,25.03693,121.57535,203,05-28表格/安強公園.jpg
信義基隆路口,12,25.03321,121.55873,169,05-28表格/信義基隆路口.jpg
捷運台北101/世貿站(2號出口),39,25.0327,121.56157,338,05-28表格/捷運台北101/世貿站(2號出口).jpg
吳興街284巷36弄口,25,25.02236,121.56268,106,05-28表格/吳興街284巷36弄口.jpg
協和祐德高級中學,20,25.0426,121.58381,87,05-28表格/協和祐德高級中學.jpg
福德國小公車站,10,25.03929,121.58755,62,05-28表格/福德國小公車站.jpg
松仁路95巷口,28,25.03656,121.56866,278,05-28表格/松仁路95巷口.jpg
臺北南山廣場_1,25,25.03404,121.56598,286,05-28表格/臺北南山廣場_1.jpg
景聯廣場,13,25.03214,121.55974,84,05-28表格/景聯廣場.jpg
景平公園,13,25.02976,121.5642,37,05-28表格/景平公園.jpg
捷運市政府站(3號出口),92,25.04084,121.56789,477,05-28表格/捷運市政府站(3號出口).jpg
德昌寶興街口(西北角),15,25.02361,121.49529,91,05-28表格/德昌寶興街口(西北角).jpg
寶興長泰街口(西南角),17,25.0216,121.49597,68,05-28表格/寶興長泰街口(西南角).jpg
萬大路486巷口,10,25.01975,121.4973,54,05-28表格/萬大路486巷口.jpg
國興中華路口,14,25.02485,121.50898,54,05-28表格/國興中華路口.jpg
古亭國中,12,25.02442,121.5107,76,05-28表格/古亭國中.jpg
國興水源路口,14,25.02297,121.50845,65,05-28表格/國興水源路口.jpg
青年公園高爾夫球場,16,25.02481,121.50755,63,05-28表格/青年公園高爾夫球場.jpg
國興青年路口,12,25.02594,121.50651,218,05-28表格/國興青年路口.jpg
青年公園棒球場,28,25.0241,121.50289,116,05-28表格/青年公園棒球場.jpg
青年公園籃球場,16,25.02085,121.50539,119,05-28表格/青年公園籃球場.jpg
復華花園新城,14,25.02964,121.50258,130,05-28表格/復華花園新城.jpg
新和國小,20,25.026825238862,121.502968463788,103,05-28表格/新和國小.jpg
莒光郵局,16,25.03124,121.50122,76,05-28表格/莒光郵局.jpg
莒光立體停車場,10,25.03116,121.50336,56,05-28表格/莒光立體停車場.jpg
